site_name,website,latitude,longitude,address,phone,description,amenities
Hudson River Islands State Park,https://parks.ny.gov/parks/98,42.328885247899997,-73.778376400300004,"Hudson RiverCoxsackie, NY 12192",(518) 732-0187,"Know Before You Go...More InfoMooring and CampingThere are no docks. Boats must be moored off the island or visitors can bring their kayaks/canoes on shore. There is no entrance fee.Pet PolicyA maximum of two pets are allowed in campsites and day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).Accessible only by boat, Hudson River Islands State Park facilities are concentrated on the islands of Gay's Point and Stockport Middle Ground. These islands are fragile communities with many rare and endangered plant and animal species. This is a day use only facility. No amenities offered. Camping is not permitted. This is a carry-in, carry-out facility, please take all of your garbage with you.Please Note: There are no docks. Boats must be moored off the island or visitors can bring their kayaks/canoes on shore. There is no entrance fee.Hunting is NOT allowed.Pet Policy: A maximum of two pets are allowed in day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and must either be crated or on a leash no longer than 6-feet in length. Proof of rabies inoculation shall be provided if requested by staff.Mailing Addressc/o Schodack Island State ParkSchodack Landing, NY 12156",
Hudson River Park,https://parks.ny.gov/parks/185,40.729563,-74.012699,"353 West St 2nd FloorNew York, NY 10044",(212) 627-2020,"For information about the Hudson River Park, please visitwww.hudsonriverpark.org","Boat Launches, Boat Launches, Fishing, Fishing, Playgrounds, Playing Fields, Tennis"
Irondequoit Bay State Marine Park,https://parks.ny.gov/parks/100,43.234234,-77.537300,"Entrance possible from eitherCulver Road or Route 590 NorthIrondequoit, NY 14622",(585) 336-6070,"Irondequoit Bay Marine Park is a launch site for small and power boats. It provides fishing access to Lake Ontario. It has a small toilet facility and a boat clean out station. The park is operated by the Town of Irondequoit through a cooperative agreement . For more information contact the Irondequoit's Parks and Recreation Department at 585-336-6070.Reminder:Every-Kid-in-a-Park Pass is not accepted at this locationPet Policy:A maximum of two pets are allowed in day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).Mailing Addressc/o Hamlin Beach State Park Hamlin, NY 14464",Fishing
Jacques Cartier State Park,https://parks.ny.gov/parks/114,44.560173,-75.688438,"Route 12Morristown, NY 13664",(315) 375-6371,"Know Before You Go...More InfoPet PolicyA maximum of two pets are allowed in campsites and day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).Jacques Cartier State Park has a sheltered bay protecting the sandy swimming beach and campers dock. The two biggest draws for the park are unlimited boating opportunities and excellent fishing. The park's large open lawns encourage games and picnics; a playground and another picnic ground, this one forested, are nearby. In winter, cross-country skiing is permitted in the park.Pavilion InformationJacques Cartier has one pavilion. The day use price is $75 and can accommodate up to 48 people. Check availability atReserveAmerica.com.Current Water Quality -Beach ResultsPet Policy: A maximum of two pets are allowed in campsites and day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).","Boat Rentals, Campsites, Cabins & Lodging, Dockage, Fishing, Food, Grills, Hunting, Pavilions and Shelter Rentals, Playgrounds, Showers, Swimming Beach"
James Baird State Park,https://parks.ny.gov/parks/101,41.688225,-73.786896,"14 Maintenance LanePleasant Valley, NY 12569",(845) 452-1489,"Know Before You Go...More InfoPet PolicyA maximum of two pets are allowed in day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).Register and Book Online Tee TimesJames Baird State Park is situated on farmland once owned by James Baird, a contractor and engineer whose firm constructed the Lincoln Memorial. In 1939, James Baird donated the 590 acres of land to New York State under the stipulation that it be known as James Baird State Park. Work began on the park and golf course in 1940. Construction continued intermittently during World War II and theJames Baird State Park Golf Coursewas officially opened in 1948. Nationally renowned golf architect, Robert Trent Jones designed a scenic, fairly flat 18-hole golf course on this large tract of farmland in Pleasant Valley. To golfers' delight, the par 5, 13th hole is one of the most challenging in the Hudson Valley. In addition to the golf course, the park now also boasts a driving range, pro shop, clubhouse and a snack bar at the 1st and 10th holes.James Baird State Park has much to offer. There are spacious open and wooded picnic areas and two picnic pavilions which can accommodate up to 300 people each by reservation. There is a playground as well as a sports complex where visitors enjoy playing basketball, softball, tennis and volleyball. Outdoor enthusiasts will find the seven miles of scenic wooded trails ideal for hiking in the warm months and cross country skiing and snowshoeing in the wintertime.Pavilion InformationJames Baird has two pavilions. Prices range from $100 to $300 and can accommodate 200 to 250 people. Check availability atReserveAmerica.com.Pet Policy:A maximum of two pets are allowed in day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).","Food, Hiking, Pavilions and Shelter Rentals, Playgrounds, Playing Fields, Snowshoeing/X-Country Skiing, Tennis"
Jones Beach State Park,https://parks.ny.gov/parks/10,40.596010848399999,-73.516427318500007,"2400 Ocean ParkwayWantagh, NY 11793",(516) 785-1600,"Know Before You Go...More InfoPet PolicyNo Pets Allowed All Year RoundWinter Nature Programs Nassau CountyWinter Nature Programs Suffolk CountyWorld famous Jones Beach State Park, home of 6.5 miles of beautiful white-sand beach on the Atlantic Ocean, is made up of more than 2,400-acres of maritime environment on the south shore of Long Island. Among the 6 million visitors to the park each year, families enjoy their own piece of the beach for a day, with many returning dozens of times through the summer. Designed on the theme of an ocean liner, Jones Beach offers many activities to those who visit the park. They swim in the ocean, stroll the boardwalk, fish, get a bite to eat at one of the many concession stands, visit the Boardwalk Cafe, Dine-in a the Gatsby on the Ocean Restaurant, Enjoy the WildPlay Adventure Park, play miniature golf, shuffleboard, basketball, corn hole, paddle tennis, table tennis and pickleball, attend concerts at Northwell Health Theatre. Other activities that take place in the park include learning about the marine environment at the Jones Beach Energy & Nature Center, pool swimming, sunbathing, bicycling, surfing, and visiting the playgrounds and splashpad.NOTICE: Please be aware that abandoning or feeding cats within this park is strictly prohibited. Violators face serious penalties.Notice: No Pets Allowed All Year RoundJones Beach Energy & Nature Center Winter ProgramsThe park's oceanfront setting and natural environment have little development or advertising, creating a refreshing break from the hectic pace of life of Long Island and the metropolitan area. Less than 20 miles from New York City, Jones Beach is a playground for millions of people who live nearby.The park is host to a number of popular programs, most notably the Bethpage Air Show at Jones Beach every Memorial Day weekend, July 4th Fireworks Spectacular, concerts at the theater, band shell entertainment, softball and volleyball league tournaments, and nature center programs. The Jones Beach Energy & Nature Center caters to daily visitors and organized groups, covering topics from how energy is transferred in nature to marine ecology and energy efficiency at home.is a pioneering facility that explores the interplay between human action, energy use, and environmental conservation.Jones Beach State Park and Jones Island which stretches east of the park were the creation of master builder Robert Moses in the 1920s. By dredging sand from what is now the State Boat Channel, Moses raised the elevation of the barrier islands by fourteen feet, connecting several small islands into one long stretch topped by Ocean Parkway. Moses created a great ""people's park"" from what he described as mosquito infested swamps and small islands.Today, parking fields 3, 4 and 5 are connected to the beachfront by tunnels under Ocean Parkway, providing easy access to the thousands of people who arrive daily. Parking fields 1, 2 and 6 are Oceanfront parking areas with accessible parking. Mobility mats over the sand down to the high tide line are located at Field 6, Zach's Bay, Central Mall, West bathhouse, and Field 2. At field 10, fishing piers and a fully equipped bait and tackle shop enable fishing and crabbing until sunset. The regional Night Fishing Permit is required after sunset. The Central Mall Area of the park closes at midnight during the summer months with the beachfront closing at sunset. Swimming is allowed only when lifeguards are on duty. Surfing, stand-up paddle-boarding, and wind surfing are allowed at several locations along the beachfront. Kayaks and sailboards can be put in at field 10 along the north shore of Jones Beach. The boat basin in the west end area of the park allows boaters day use of the park throughout the boating season.Those who wish to ride their bikes may do so year-round on our boardwalk.  Glide along the beach on Long Island's premier bike path, which begins at Cedar Creek Park in Seaford. From there it's a 5.4 mile ride to Jones Beach's East Bathhouse on the Boardwalk.  There you can either lock up your bike for a stroll, or keep cycling to the food concessions. Or stay on the extension on the north side of Ocean Parkway to pedal another 3.6 miles to Tobay Beach where there are more restaurant and a playground. You can also continue along the path 9.4 miles to Captree State Park. Restrooms are available on the bikeway at mileage 5.4 to 9.  If you choose to stay the path of the 2 mile long boardwalk, the new multi-use path extends from the boardwalk at Field 1 to the West End area of the park for an additional 2.3 miles.Visitors who are fond of swimming in the Ocean can do so at several locations staffed by the Jones Beach Lifeguard Corps. Zach's Bay provides a more calm-water swimming experience for small children; also watched over by able lifeguards.Wild Play Adventure Course: This new adventure course offers zip lines, aerial adventures, and a 40 ft jump. For hours and pricing visithttps://wildplay.com/jones-beach/or call: 1-800-668-7771Swimmers with mobility impairments can take advantage of the Beach Wheel Chairs enabling entry across the sand and into the water (at Zach's Bay only). The wheelchair is available for use at no charge on a first come, first serve basis. Please check with the lifeguards or Umbrella Shack Attendants at the beach for availability.Birders and those seeking a quieter experience can watch for sea birds, such as Oystercatchers, Terns, Skimmers, Northern Harrier Hawks, Plovers, Brants, Gulls, and many more. Children can collect shells along the seashore and often encounter large horseshoe crabs. A pleasant pastime is a long, leisurely walk on the beach to the east or west of the central part of the park, where few other people will be encountered.For information on the Jones Beach State Park's Revitalization Plan: See thedraft conceptual proposal.Current Water Quality -Beach ResultsNO Pets AllowedPet Policy:No pets allowed","Food, Gift Shop, Marina, Nature Center, Playgrounds, Showers, Stand-up Paddle Boarding, Surfing/Windsurfing, Swimming Beach, Swimming Pool, Visitor Center"
Joseph Davis State Park,https://parks.ny.gov/parks/45,43.207363,-79.031525,"4143 Lower River RoadLewiston, NY 14092",(716) 745-7273,"Know Before You Go...More InfoPet PolicyA maximum of two pets are allowed in day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).Joseph Davis State Park has facilities for a wide variety of recreational activities. The terrain is generally flat, with fields, woodlands and ponds. Anglers can fish for largemouth bass in the pond near the park entrance or for a variety of freshwater fish from the fishing dock on the lower Niagara River. The park also has a nature trail, as well as cross-country skiing/snowshoeing and snowmobiling trails and an 27-hole frisbee disc golf course.Pavilion InformationJoseph Davis has three pavilions. The day use price is $50 and can accommodate up to 50 people. Check availability atReserveAmerica.com.Pet Policy:A maximum of two pets are allowed in day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).","Fishing, Hiking, Hunting, Pavilions and Shelter Rentals, Playgrounds, Snowmobiling, Snowshoeing/X-Country Skiing"
Keewaydin State Park,https://parks.ny.gov/parks/24,44.321007,-75.927994,"45165 NYS Route 12Alexandria Bay, NY 13607",(315) 482-3331,"Know Before You Go...More InfoPet PolicyA maximum of two pets are allowed in campsites and day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).Keewaydin State Park is on the St. Lawrence River, offering excellent boating, fishing and, during the winter, ice fishing and cross-country skiing. The sheltered marina provides dock space for seasonal and transient visitors. Overlooking the river are 48 campsites. The park's terrain includes steep, rocky outcroppings between the campsites and the shoreline, providing vantage points for watching the ocean-going vessels traversing the river. The park also has a swimming pool and picnic areas.Marina Slip RentalsPavilion InformationKeewaydin has three pavilions available for rental. Prices range from $50 to $200 and can accommodate 20 to 100 people. Check availability atReserveAmerica.com.Pet Policy:A maximum of two pets are allowed in campsites and day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).","Campsites, Cabins & Lodging, Dockage, Fishing, Grills, Ice Fishing, Marina, Pavilions and Shelter Rentals, Playgrounds, Showers, Swimming Pool"
Keuka Lake State Park,https://parks.ny.gov/parks/67,42.590580,-77.130287,"3560 Pepper RoadBluff Point, NY 14478",(315) 536-3666,"Know Before You Go...More InfoPet PolicyA maximum of two pets are allowed in campsites and day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).Keuka Lake State Park, located in the heart of wine country, has a gentle charm, offering views of vineyard-covered slopes, glimmering water and clear blue sky. The park's camping areas have 150 tent and trailer sites, with 53 of those having electric hookups. A picnic shelter, boat launch ramp, docking space and hiking trails open several recreational avenues to visitors.Pavilion InformationKeuka Lake has two pavilions. The day use price is $75 and can accommodate up to 75 people. Check availability atReserveAmerica.comPavilion Reservation Information-FAQs-Trash Removal FormCurrent Water Quality -Beach ResultsPet Policy:A maximum of two pets are allowed in campsites and day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).","Campsites, Cabins & Lodging, Dockage, Fishing, Hiking, Hunting, Pavilions and Shelter Rentals, Playgrounds, Showers, Snowshoeing/X-Country Skiing"
Knox Farm State Park,https://parks.ny.gov/parks/163,42.768597,-78.649536,"437 Buffalo RoadEast Aurora, NY 14052",(716) 652-0786,"Know Before You Go...More InfoPet PolicyA maximum of two pets are allowed in day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).Ladders to the Outdoors- programming and activities connecting Western New York youth with the outdoorsKnox Farm State Park is the former country estate of Buffalo's renowned Knox Family. It is located adjacent to the historic village of East Aurora, birthplace of the Roycroft Arts & Crafts movement and former home of Millard Fillmore. The park's 633 acres are comprised of a variety of habitats, including 400 acres of grasslands (pastures and hayfields), and 100 acres of woodlands, ponds and several wetland areas.Visitors to Knox Farm can observe wildlife, hike, cross-country ski and ride horseback along beautifully scenic nature trails. Nature walks are also offered through a partnership with New York Audubon and the Buffalo Audubon Society, as well as programs offered by state park naturalists.  The Knox Farm Visitor Center contains exhibits of historic and natural interest.  Biking is allowed in designated areas and horseback riding and driving by permit only.An ""Equestrian Permit"" is required for riding horses within Knox Farm State Park.  Please fill out the updated form found under ""Documents"" below, and note that you no longer need to submit for signature.  For filming and special use permit information or other questions, please contactknoxfarms@parks.ny.govThe Native Landscape Resource Center is located at Knox Farm State Park. The first of its kind for New York State Parks, the NLRC is a native plant nursery growing plants for habitat restoration, landscaping and gardening purposes. These plants are utilized to help the Western District of NYS Parks adhere to the directives outlined in Parks' Native Plant Policy. Trees, shrubs, forbs and grasses are primarily propagated from locally collected seed to preserve and enhance genetic variability within each species.The park also hosts a dog park that is very popular with its four legged visitors. The dog park is approximately 6 acres and is divided into two main areas for large dogs and one smaller area specifically for small dogs.  There are water spigots in or near each section for filling pet bowls / buckets.Pet Policy:A maximum of two pets are allowed in day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).","Equestrian Trails, Hiking, Snowshoeing/X-Country Skiing"
Kring Point State Park,https://parks.ny.gov/parks/14,44.380280,-75.852905,"25950 Kring Point RoadRedwood, NY 13679",(315) 482-2444,"Know Before You Go...More InfoPet PolicyA maximum of two pets are allowed in campsites and day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).Kring Point State Park is a narrow peninsula whose south shore faces Goose Bay and north shore faces the St. Lawrence River. Standing anywhere in the park, visitors see water and many of the 1700 islands for which the region is named. Half of the 100 campsites are on the waterfront and virtually every cabin and campsite has a river or bay view. The park has docks on the river and the bay. Fishing, boating, swimming and picnicking are major activities. During the winter, visitors cross-country ski.Pavilion InformationKring Point has one pavilion. The day use price is $100 and can accommodate up to 100 people. Check availability atReserveAmerica.com.Current Water Quality -Beach ResultsPet Policy:A maximum of two pets are allowed in campsites and day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).","Campsites, Cabins & Lodging, Dockage, Fishing, Grills, Hunting, Pavilions and Shelter Rentals, Playgrounds, Showers"
Lake Erie State Park,https://parks.ny.gov/parks/129,42.420944,-79.428612,"5838 Route 5Brocton, NY 14716",(716) 792-9214,"High bluffs overlooking Lake Erie provide a breathtaking view for the visitor to Lake Erie State Park. Lake Erie features a shoreline covering over three quarters of a mile bordering the shallowest of the Great Lakes. Whether camping in one of the 102 campsites or one of the 10 cabins offered at this park, the magnificent scenery will capture your attention. Day users can enjoy the picnic areas with shelters, playgrounds and hiking trails that are available to the cross-country skiers during the winter months. Lake Erie State Park is recognized as an excellent place for locating rare migratory birds following the lakes edge.Pet Policy:A maximum of two pets are allowed in campsites and day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).","Campsites, Cabins & Lodging, Canoeing/Kayaking, Disc Golf, Fishing, Grills, Hiking, Pavilions and Shelter Rentals, Playgrounds, Showers, Snowmobiling, Snowshoeing/X-Country Skiing"
Lake Sebago Beach - Harriman State Park,https://parks.ny.gov/parks/60,41.216140005,-74.132498342299996,"Palisades Interstate Park CommissionBear Mountain, NY 10911",(845) 351-2583,"Lake Sebago Beach in Harriman State Park is currently closed.The boat launch on Lake Sebago remains open. Boaters must obtain a boat permit for the season. Please call 845-429-8257 for details.Tentrr Camping: Furnished Canvas Wall TentsTentrr is now at Harriman State Park. Take the hassle out of camping and spend more time enjoying the outdoors. With a fully-equipped canvas wall tent all set up and ready for you, it really is a better way to camp.Three walk-in Tentrr sites, one double site and one single site, are located along the shores of Silver Mine Lake with easy access to biking, fishing and hiking, including the nearby Appalachian Trail.In addition, there will be 11 walk-in single Tentrr sites at Sebago Lake, with close proximity to the Old Sebago Beach, Lake Sebago Boat Launch (by permit only) and hiking at the Yellow Triangle Trail and the Stony Brook Trail.Please visit theTentrr websitefor additional information about camping in Harriman State Park with Tentrr, or to check availability and make reservations.No Pets Allowed","Fishing, Hiking"
Lake Superior State Park,https://parks.ny.gov/parks/87,41.687561,-74.886635,"342 Dr Duggan RdBethel, NY 12720",(845) 807-0287,"Please Note: The following passes areNOTaccepted: the Empire, Lifetime Liberty, and Access pass. However, Lake Superior does accept NYS Driver's License/non-driver IDs for the Golden Park Program.The park is managed bySullivan Countyunder license from the Palisades Interstate Park Commission.Lake Superior State Park has beaches, boat launches and picnic areas. Fishing is also popular.Boating Information:Patrons can bring their own boat to launch, however, gas motors are prohibited. Row boats and paddle boats are available to rent during the summer months.Picnic Areas and Pavilions:Are available for rental through Sullivan County. Please see theapplication and rulesfor additional information.There is no camping at Lake Superior State Park.Pets:Dogs only, must be on a leash not more than 6 feet. Not allowed in buildings, picnic or bathing areas or on walkways.Mailing AddressSullivan County DPW, Box 5012 Monticello, NY 12701","Boat Rentals, Fishing, Food, Hunting, Pavilions and Shelter Rentals, Showers, Swimming Beach"
Lake Taghkanic State Park,https://parks.ny.gov/parks/38,42.097488,-73.718307,"1528 Route 82Ancram, NY 12502",(518) 851-3631,"Know Before You Go...More InfoPet PolicyA maximum of two pets are allowed in campsites and day use areas unless prohibited by sign or directive. Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings, golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).Boat RentalsDue to a staffing shortage, boat rentals may not be available on some days.Lake Taghkanic State Park, nestled next to Lake Taghkanic in the rolling hills and lush forests of Columbia County, offers a wonderful variety of recreational activities. The park has tent and trailer campsites and cabin and cottage lodging facilities. Large trucks, RVs and campers can enter from the Route 82 entrance. The park also features a swimming beach, picnic areas, boat launch sites, rowboat, paddleboat and kayak rentals, playgrounds, sports playing fields, a rentable pavilion, as well as a recreation hall and showers. In addition, the park has hiking, biking, swimming, fishing, hunting, cross-country ski and snowmobile trails. Ice skating and ice fishing are permitted when conditions are appropriate. Please call the park office at (518) 851-3631 to check ice thickness.There are four Vacation Rental Cottages that have the amenities of home. The units are outfitted with a bathroom with toilet and shower, a kitchen with hot and cold running water, refrigerator, stove, microwave, cooking and eating utensils, enclosed/screened-in back porch facing the water, a picnic table and fire ring. Lake Taghkanic accepts Camping Gift Cards from Reserve America. TheCamping and Cabins Information & Rates brochureprovides prices and locations on campgrounds, cabins and cottages as well as how to reserve onReserve America.Pavilion InformationLake Taghkanic has one pavilion. The day use price is $75 and can accommodate up to 60 people. Check availability atReserveAmerica.com.Lake Taghkanic State Park BrochureTentrr Camping: Furnished Canvas Wall TentsTentrr is now at Lake Taghkanic State Park. Take the hassle out of camping and spend more time enjoying the outdoors. With a fully-equipped canvas wall tent all set up and ready for you, it really is a better way to camp.Four Tentrr sites, including one triple site, one double site and two single sites, will be located at different points around the lake, all within close proximity to the swimming beach.Please visit theTentrr websitefor additional information about camping in Lake Taghkanic State Park with Tentrr, or to check availability and make reservations.Don't miss these attractions within the parkBoat Shop-rent boats, paddleboats and/or kayaksPlaygrounds-playground areas are located on both the west and east sides of the lake!Snack/Souvenir Shop-great summer fare for hungry swimmers!  Select merchandise for sale.Campground Store-buy camping supplies, like ice, snacks and firewood or souvenirs, such as T-shirts.Picnic Pavilion-located in parking lot E, close to the lake. The pavilion can be rented out for $75/day.Don't miss these popular State Parks and Historic Sites within a 45 minute drive of the park:Taconic State Park- featuring two areas (Copake Falls and Rudd Pond) this park contains challenging hiking trails, access to the Harlem Valley Rail Trail and Bash Bish Falls, a swimming area, as well as the historic Copake Iron Works.Olana State Historic Site-the artist-designed home and landscape of Hudson River School painter Frederic E. Church, perched on a dramatic hilltop outside the City of Hudson.Clermont State Historic Site- the elegant home of seven generations of the Livingston family, including Founding Father Robert R. ""Chancellor"" Livingston.Need more places to visit?Visitwww.travelhudsonvalley.comorwww.columbiacountytourism.orgfor information about the area around Lake Taghkanic!Current Water Quality -Beach ResultsPet Policy:A maximum of two pets are allowed in campsites and day use areas unless prohibited by sign or directive. Pets are not permitted in the West Beach area or the picnic areas adjacent to the West Beach.  Pets are to be supervised at all times and either be crated or on a leash not more than 6-feet in length. Proof of rabies inoculation shall be produced if requested by staff. Pets are not permitted in playgrounds, buildings (including Cabins and Cottages), golf courses, boardwalks, pools and spray-grounds or guarded beaches (this does not apply to service animals).","Boat Launches, Boat Rentals, Camper Assistance Program, Campsites, Cabins & Lodging, Fishing, Fly Fishing, Food, Grills, Hiking, Hunting, Ice Fishing, Ice Skating, Pavilions and Shelter Rentals, Playgrounds, Playing Fields, Showers, Sledding, Snowmobiling, Snowshoeing/X-Country Skiing, Swimming Beach"
Lake Tiorati Beach - Harriman State Park,https://parks.ny.gov/parks/117,41.263588832499998,-74.085191616299994,"2300 Seven Lakes DriveSouthfields, NY 10975",(845) 429-8257,"Know Before You Go...More InfoRoad ClosuresArden Valley Road is still closed for thru traffic due to ongoing bridge repairs. There is no access to or from Rt 17. In order to get to Island Pond or the Elk Pen Hikers Lot, you can access Arden Valley Road off of the Tiorati Circle only.Lake Tiorati was formed by clearing swampland in Harriman State Park and constructing a concrete dam to make two ponds into one large lake. Surrounded by meadows and rolling, wooded hills, the park offers excellent swimming, fishing, boating and picnicking. In winter, if conditions allow, the lake is used for ice fishing. The pioneer campsites near the lake may be used by bonafide groups.Scout camping is available.Biking - Helmets required.Fishing - NYS fishing license required.Launch Site - Boat permit and key required.Group camping is available.Current Water Quality -Beach ResultsPets:Dogs only, must be on a leash not more than 6 feet at all times. Not allowed in buildings or beach/bathing areas. Must display rabies tag. Not permitted in the following areas of Harriman State Park: Beaver Pond Campground, Welch Beach, Sebago Cabins.Mailing AddressPalisades Interstate Park CommissionBear Mountain, NY 10911","Fishing, Grills, Hiking, Ice Fishing, Ice Skating, Showers, Swimming Beach"
Lake Welch Beach - Harriman State Park,https://parks.ny.gov/parks/134,41.232780200599997,-74.080595307999999,"800 Kanawaukee RoadStony Point, NY 10980",(845) 947-2444,"Know Before You Go...More InfoRoad ClosuresArden Valley Road is still closed for thru traffic due to ongoing bridge repairs. There is no access to or from Rt 17. In order to get to Island Pond or the Elk Pen Hikers Lot, you can access Arden Valley Road off of the Tiorati Circle only.Restrooms ClosedRestrooms are closed for the winter and will reopen by the end of April. The only restroom in Harriman State Park that is available year round is located at Silvermine Picnic Area.Lake Welch Beach State Park's man-made Lake Welch, with its half-mile-long sandy beach in the wooded hills of the Ramapo Mountains, is the largest beach in Harriman State Park. Originally a small body of water with farmland around the edges, Lake Welch became the large lake that it is today when a dam was completed in 1942. The park offers cool breezes, swimming, fishing, boating, picnicking, hiking and camping in adjacent Beaver Pond Campground. Winter activities include ice fishing and snowmobiling.Please note thatalcohol is not permittedat this site.Current Water Quality -Beach ResultsNo Pets permitted.","Fishing, Food, Grills, Hiking, Ice Fishing, Snowmobiling, Swimming Beach"
